budget,id,original_title,revenue,release_date,month,year,popularity,runtime,status,title,vote_average,vote_count
12000000,31915,Prophecy,54000000,1/1/1979,1,1979,8.61659,102,Released,Prophecy,5.4,25
0,40160,Meteor,0,10/19/1979,19,1979,2.637355,107,Released,Meteor,5.1,36
0,65448,Penitentiary,0,12/1/1979,1,1979,0.001117,99,Released,Penitentiary,4.9,8
18000000,1891,The Empire Strikes Back,538400000,5/17/1980,17,1980,78.51783,124,Released,The Empire Strikes Back,8.2,5879
19000000,694,The Shining,44017374,5/22/1980,22,1980,78.699993,144,Released,The Shining,8.1,3757
5000000,1955,The Elephant Man,26010864,10/2/1980,2,1980,30.271066,124,Released,The Elephant Man,7.9,719
18000000,1578,Raging Bull,23000000,11/14/1980,14,1980,35.524457,129,Released,Raging Bull,7.7,938
27000000,525,The Blues Brothers,115229890,6/17/1980,17,1980,44.714264,133,Released,The Blues Brothers,7.5,1065
6000000,16619,Ordinary People,0,9/19/1980,19,1980,12.541983,124,Released,Ordinary People,7.4,145
15000000,16769,Coal Miner's Daughter,67182787,3/7/1980,7,1980,3.826685,125,Released,Coal Miner's Daughter,7.2,67
5100000,16633,Somewhere in Time,0,10/2/1980,2,1980,5.934016,103,Released,Somewhere in Time,7.2,102
3500000,813,Airplane!,83453539,7/2/1980,2,1980,46.116885,88,Released,Airplane!,7.1,1074
6500000,11033,Dressed to Kill,31899000,6/25/1980,25,1980,11.208769,105,Released,Dressed to Kill,6.8,157
6000000,11977,Caddyshack,39846344,7/25/1980,25,1980,15.929648,98,Released,Caddyshack,6.6,365
10000000,14729,The Long Riders,15795189,5/12/1980,12,1980,2.959547,99,Released,The Long Riders,6.6,50
54000000,8536,Superman II,190458706,12/4/1980,4,1980,30.515175,127,Released,Superman II,6.5,629
0,39269,Out of the Blue,0,5/1/1980,1,1980,0.679351,94,Released,Out of the Blue,6.5,17
1000000,790,The Fog,21378361,2/8/1980,8,1980,14.518598,89,Released,The Fog,6.4,311
44000000,10935,Heaven's Gate,3484331,11/19/1980,19,1980,5.380124,219,Released,Heaven's Gate,6.4,55
35000000,3604,Flash Gordon,27107960,9/1/1980,1,1980,12.343507,111,Released,Flash Gordon,6.1,233
0,10765,Private Benjamin,0,10/6/1980,6,1980,12.18838,109,Released,Private Benjamin,6,102
4500000,5689,The Blue Lagoon,58853106,7/5/1980,5,1980,22.585384,104,Released,The Blue Lagoon,5.8,408
0,24575,Raise the Titanic,0,1/1/1980,1,1980,1.630541,115,Released,Raise the Titanic,5.2,21
0,40932,Can't Stop the Music,0,6/20/1980,20,1980,6.574285,124,Released,Can't Stop the Music,4.9,9
5500000,33155,Galaxina,4865000,6/6/1980,6,1980,2.141143,95,Released,Galaxina,3.3,16
14000000,387,Das Boot,85000000,9/16/1981,16,1981,26.967494,149,Released,Das Boot,7.9,613
18000000,85,Raiders of the Lost Ark,389925971,6/12/1981,12,1981,68.159596,115,Released,Raiders of the Lost Ark,7.7,3854
35000000,26843,Lion of the Desert,0,4/17/1981,17,1981,2.864979,173,Released,Lion of the Desert,7.4,34
350000,764,The Evil Dead,29400000,10/15/1981,15,1981,35.037625,85,Released,The Evil Dead,7.3,894
2000000,8810,Mad Max 2,24600832,12/24/1981,24,1981,37.117362,95,Released,Mad Max 2: The Road Warrior,7.3,957
18000000,11644,Blow Out,12000000,7/24/1981,24,1981,13.628601,108,Released,Blow Out,7.3,236
12000000,62204,La Guerre du feu,55260558,12/15/1981,15,1981,6.537986,100,Released,Quest for Fire,7.1,109
32000000,18254,Reds,40382659,12/25/1981,25,1981,4.602185,195,Released,Reds,7.1,67
6000000,1103,Escape from New York,50244700,5/22/1981,22,1981,24.351305,99,Released,Escape from New York,6.9,703
5500000,9443,Chariots of Fire,58972904,5/15/1981,15,1981,10.439971,123,Released,Chariots of Fire,6.8,207
0,45226,The Pursuit of D.B. Cooper,0,11/13/1981,13,1981,1.379643,100,Released,The Pursuit of D.B. Cooper,6.8,4
5000000,36819,Time Bandits,42365581,7/13/1981,13,1981,14.779537,116,Released,Time Bandits,6.6,249
0,19204,...E tu vivrai nel terrore! L'aldilà,0,4/22/1981,22,1981,8.022122,87,Released,The Beyond,6.6,117
10000000,10890,Stripes,85300000,6/25/1981,25,1981,10.892398,106,Released,Stripes,6.5,249
11000000,10156,History of the World: Part I,31672907,6/12/1981,12,1981,14.282314,92,Released,History of the World: Part I,6.5,204
18000000,848,Dragonslayer,14110013,6/26/1981,26,1981,3.258422,108,Released,Dragonslayer,6.5,67
46000000,113464,Inchon,5200000,5/4/1981,4,1981,0.146783,140,Released,Inchon,6.5,2
0,15660,Mommie Dearest,0,9/18/1981,18,1981,3.102862,129,Released,Mommie Dearest,6.5,54
5000000,21610,Nighthawks,19905359,3/17/1981,17,1981,7.058868,99,Released,Nighthawks,6.4,86
1000000,11298,The Howling,17985893,4/3/1981,3,1981,6.532855,91,Released,The Howling,6.4,161
12000000,11027,The Postman Always Rings Twice,0,3/20/1981,20,1981,6.803763,122,Released,The Postman Always Rings Twice,6.4,110
28000000,699,For Your Eyes Only,195312802,6/23/1981,23,1981,26.090746,127,Released,For Your Eyes Only,6.3,490
0,25113,The Four Seasons,0,5/22/1981,22,1981,8.067702,107,Released,The Four Seasons,6.3,16
9300000,11827,Heavy Metal,0,8/7/1981,7,1981,12.928269,90,Released,Heavy Metal,6.2,148
4000000,10246,Porky's,125728258,11/13/1981,13,1981,12.891276,94,Released,Porky's,6.1,183
1250000,9725,Friday the 13th Part 2,21722776,5/1/1981,1,1981,16.517777,87,Released,Friday the 13th Part 2,6,315
14000000,47890,Sphinx,439564,2/11/1981,11,1981,0.310513,118,Released,Sphinx,6,2
17000000,2989,Roar,2000000,11/12/1981,12,1981,1.15641,102,Released,Roar,5.6,19
0,16471,Modern Problems,0,12/25/1981,25,1981,4.293706,89,Released,Modern Problems,5.6,23
0,27420,Graduation Day,0,5/1/1981,1,1981,1.452199,96,Released,Graduation Day,5,22
20000000,47941,Under the Rainbow,2297493,7/31/1981,31,1981,0.173964,98,Released,Under the Rainbow,4.9,7
10000000,73247,Heartbeeps,2154696,12/18/1981,18,1981,0.518056,79,Released,Heartbeeps,3.8,6
18000000,38665,The Legend of the Lone Ranger,2945600,8/20/1981,20,1981,11.725805,98,Released,The Legend of the Lone Ranger,3.7,14
28000000,78,Blade Runner,33139618,6/25/1982,25,1982,94.056131,117,Released,Blade Runner,7.9,3509
15000000,1091,The Thing,19629760,6/25/1982,25,1982,52.731379,109,Released,The Thing,7.8,1588
22000000,783,Gandhi,77737889,11/30/1982,30,1982,35.227212,191,Released,Gandhi,7.4,716
16000000,24226,The Verdict,53977250,12/8/1982,8,1982,7.980632,129,Released,The Verdict,7.4,131
10500000,601,E.T. the Extra-Terrestrial,792910554,4/3/1982,3,1982,56.105798,115,Released,E.T. the Extra-Terrestrial,7.3,3269
12000000,154,Star Trek II: The Wrath of Khan,96800000,6/3/1982,3,1982,22.434102,113,Released,Star Trek II: The Wrath of Khan,7.3,675
15000000,1368,First Blood,125212904,10/22/1982,22,1982,63.071046,93,Released,First Blood,7.2,1488
10700000,609,Poltergeist,122200000,6/4/1982,4,1982,36.230204,114,Released,Poltergeist,7,794
4500000,13342,Fast Times at Ridgemont High,27092880,8/13/1982,13,1982,20.403344,90,Released,Fast Times at Ridgemont High,7,322
21000000,9576,Tootsie,177200000,12/16/1982,16,1982,20.818567,116,Released,Tootsie,6.9,421
0,13776,Diner,0,4/2/1982,2,1982,5.87193,110,Released,Diner,6.9,83
3500000,24266,The Man from Snowy River,20659423,3/2/1982,2,1982,3.656491,104,Released,The Man from Snowy River,6.8,37
8000000,16281,Creepshow,21028755,11/12/1982,12,1982,13.661289,120,Released,Creepshow,6.7,226
20000000,9387,Conan the Barbarian,79114085,4/2/1982,2,1982,31.802807,129,Released,Conan the Barbarian,6.6,650
4300000,11564,Class of 1984,0,8/20/1982,20,1982,5.643023,98,Released,Class of 1984,6.2,66
0,16441,The Beastmaster,14056528,8/20/1982,20,1982,6.377523,118,Released,The Beastmaster,6,97
0,6217,Cat People,0,4/2/1982,2,1982,5.69872,118,Released,Cat People,6,94
35000000,16363,The Best Little Whorehouse in Texas,69701637,7/23/1982,23,1982,4.189378,114,Released,The Best Little Whorehouse in Texas,5.9,41
4000000,9728,Friday the 13th Part III,36690067,8/13/1982,13,1982,14.206525,95,Released,Friday the 13th Part III,5.7,254
18000000,10724,Firefox,70687344,6/13/1982,13,1982,8.700565,136,Released,Firefox,5.5,139
2500000,10676,Halloween III: Season of the Witch,14400000,10/22/1982,22,1982,12.030456,98,Released,Halloween III: Season of the Witch,5,229
0,34697,Butterfly,0,2/5/1982,5,1982,1.063615,107,Released,Butterfly,5,12
0,3028,Jekyll and Hyde ... Together Again,0,11/10/1982,10,1982,0.805312,87,Released,Jekyll and Hyde ... Together Again,4.6,5
0,27380,Megaforce,0,6/25/1982,25,1982,1.110179,99,Released,Megaforce,3.5,15
25000000,111,Scarface,65884703,12/8/1983,8,1983,70.105981,170,Released,Scarface,8,2948
32350000,1892,Return of the Jedi,572700000,5/23/1983,23,1983,46.509071,135,Released,Return of the Jedi,7.9,4665
0,850,A Christmas Story,19294144,11/18/1983,18,1983,15.128316,94,Released,A Christmas Story,7.4,344
27000000,9549,The Right Stuff,21500000,10/20/1983,20,1983,17.567332,193,Released,The Right Stuff,7.3,235
40600000,1621,Trading Places,90400000,6/7/1983,7,1983,34.022209,116,Released,Trading Places,7.1,738
15000000,11153,National Lampoon's Vacation,61399552,7/28/1983,28,1983,22.838834,98,Released,National Lampoon's Vacation,7.1,410
5952000,837,Videodrome,2120439,2/4/1983,4,1983,18.119265,87,Released,Videodrome,7.1,454
12000000,860,WarGames,79567667,6/3/1983,3,1983,23.161754,114,Released,WarGames,7,504
10000000,227,The Outsiders,33697647,3/25/1983,25,1983,13.455373,91,Released,The Outsiders,6.9,291
10000000,11336,The Dead Zone,20766616,10/21/1983,21,1983,16.78512,103,Released,The Dead Zone,6.9,311
27500000,700,Octopussy,187500000,6/5/1983,5,1983,25.633663,131,Released,Octopussy,6.2,527
12000000,10269,Yentl,30400000,11/18/1983,18,1983,3.389249,132,Released,Yentl,6.2,51
10000000,15301,Twilight Zone: The Movie,29450919,6/24/1983,24,1983,12.902975,101,Released,Twilight Zone: The Movie,6.2,161
4000000,535,Flashdance,92921203,4/14/1983,14,1983,18.422323,95,Released,Flashdance,6.1,302
0,42109,"Gabriela, Cravo e Canela",0,3/24/1983,24,1983,0.557602,99,Released,Gabriela,6,2
36000000,36670,Never Say Never Again,160000000,10/7/1983,7,1983,23.380757,134,Released,Never Say Never Again,5.8,338
27000000,849,Krull,16519460,7/29/1983,29,1983,9.904881,117,Released,Krull,5.8,129
5000000,14854,Lone Wolf McQuade,12232628,4/14/1983,14,1983,8.452666,107,Released,Lone Wolf McQuade,5.5,67
39000000,9531,Superman III,75850624,6/17/1983,17,1983,22.164202,125,Released,Superman III,5.3,490
550000,75986,Love Letters,0,4/1/1983,1,1983,0.001586,98,Released,Love Letters,4.6,4
7000000,33676,Losin' It,1246141,4/8/1983,8,1983,2.550045,100,Released,Losin' It,4.5,31
0,110683,The Wicked Lady,0,4/21/1983,21,1983,0.289433,98,Released,The Wicked Lady,4.3,4
0,218500,The Ballad of Gregorio Cortez,0,8/19/1983,19,1983,0.592821,104,Released,The Ballad of Gregorio Cortez,0,0
30000000,311,Once Upon a Time in America,0,2/16/1984,16,1984,49.336397,229,Released,Once Upon a Time in America,8.2,1069
18000000,279,Amadeus,51973029,10/26/1984,26,1984,31.82675,160,Released,Amadeus,7.8,1076
6400000,218,The Terminator,78371200,10/26/1984,26,1984,74.234793,108,Released,The Terminator,7.3,4128
1800000,377,A Nightmare on Elm Street,25504513,11/14/1984,14,1984,38.204158,91,Released,A Nightmare on Elm Street,7.2,1180
28000000,87,Indiana Jones and the Temple of Doom,333000000,5/23/1984,23,1984,66.976776,118,Released,Indiana Jones and the Temple of Doom,7.1,2781
27000000,34584,The Neverending Story,20158808,4/5/1984,5,1984,47.862016,102,Released,The NeverEnding Story,7,1002
11000000,927,Gremlins,153083102,6/7/1984,7,1984,45.072136,106,Released,Gremlins,6.9,1596
8000000,1885,The Karate Kid,90815558,6/22/1984,22,1984,28.456572,126,Released,The Karate Kid,6.9,891
8000000,15927,A Passage to India,27187653,12/14/1984,14,1984,9.548391,163,Released,A Passage to India,6.9,67
15000000,90,Beverly Hills Cop,316360478,11/29/1984,29,1984,29.843818,105,Released,Beverly Hills Cop,6.8,961
1500000,13820,Repo Man,2300000,2/20/1984,20,1984,11.35344,92,Released,Repo Man,6.7,144
58000000,2148,The Cotton Club,25928721,12/14/1984,14,1984,8.59075,127,Released,The Cotton Club,6.6,68
4500000,9336,Police Academy,146198896,3/22/1984,22,1984,15.002502,96,Released,Police Academy,6.5,602
40000000,841,Dune,30925690,12/14/1984,14,1984,25.876582,137,Released,Dune,6.5,562
25000000,2669,The Bounty,8613462,5/4/1984,4,1984,7.436491,132,Released,The Bounty,6.5,108
18000000,157,Star Trek III: The Search for Spock,87000000,5/31/1984,31,1984,15.314027,105,Released,Star Trek III: The Search for Spock,6.4,434
8200000,1788,Footloose,80035402,2/17/1984,17,1984,25.03414,107,Released,Footloose,6.4,505
4200000,1880,Red Dawn,38376497,8/10/1984,10,1984,11.743085,114,Released,Red Dawn,6.4,215
10000000,11507,Body Double,8801940,10/25/1984,25,1984,9.525626,114,Released,Body Double,6.4,137
0,15239,The Toxic Avenger,0,5/1/1984,1,1984,6.672008,82,Released,The Toxic Avenger,6.3,113
8000000,2619,Splash,69821334,3/9/1984,9,1984,21.735068,111,Released,Splash,6.1,321
2600000,9730,Friday the 13th: The Final Chapter,32980880,4/13/1984,13,1984,14.013414,91,Released,Friday the 13th: The Final Chapter,5.9,237
15000000,11495,Firestarter,17080167,5/11/1984,11,1984,11.379652,114,Released,Firestarter,5.9,173
18000000,9610,Conan the Destroyer,100000000,6/29/1984,29,1984,18.379124,103,Released,Conan the Destroyer,5.8,383
7500000,11308,The Hotel New Hampshire,0,3/9/1984,9,1984,2.226412,109,Released,The Hotel New Hampshire,5.8,26
9000000,10179,The Ice Pirates,0,3/16/1984,16,1984,3.810697,91,Released,The Ice Pirates,5.7,49
1250000,23730,C.H.U.D.,3412497,8/31/1984,31,1984,4.45544,88,Released,C.H.U.D.,5.3,62
25000000,24264,Sheena,5778353,8/17/1984,17,1984,4.020194,117,Released,Sheena,5,22
0,17663,Anne of Green Gables,0,12/1/1985,1,1985,8.772574,199,Released,Anne of Green Gables,8.2,68
19000000,105,Back to the Future,381109762,7/3/1985,3,1985,76.603233,116,Released,Back to the Future,8,6079
15000000,873,The Color Purple,146292009,12/18/1985,18,1985,17.571533,154,Released,The Color Purple,7.7,338
15000000,68,Brazil,0,2/20/1985,20,1985,41.089863,132,Released,Brazil,7.5,861
4000000,10925,The Return of the Living Dead,14237000,5/15/1985,15,1985,14.961629,91,Released,The Return of the Living Dead,7.3,267
26000000,11509,Silverado,0,7/10/1985,10,1985,10.981038,127,Released,Silverado,7.1,146
31000000,606,Out of Africa,128499205,12/20/1985,20,1985,13.864975,161,Released,Out of Africa,7,279
12000000,9281,Witness,68706993,2/8/1985,8,1985,19.195399,113,Released,Witness,7,375
0,8879,Pale Rider,41410568,6/28/1985,28,1985,14.574995,115,Released,Pale Rider,7,251
3000000,29463,Krush Groove,0,10/25/1985,25,1985,0.720091,97,Released,Krush Groove,7,11
3500000,8408,Day of the Dead,34000000,7/19/1985,19,1985,18.025206,96,Released,Day of the Dead,6.9,270
3000000,11257,A Room with a View,20966644,12/13/1985,13,1985,7.961559,117,Released,A Room with a View,6.9,156
20000000,526,Ladyhawke,18432000,3/27/1985,27,1985,14.370111,121,Released,Ladyhawke,6.8,260
25000000,13155,Return to Oz,11137801,6/21/1985,21,1985,5.650125,109,Released,Return to Oz,6.7,120
18000000,11904,Young Sherlock Holmes,0,12/4/1985,4,1985,8.321586,109,Released,Young Sherlock Holmes,6.7,167
860000,11240,My Beautiful Laundrette,2451545,9/7/1985,7,1985,3.703005,97,Released,My Beautiful Laundrette,6.6,51
10000000,10999,Commando,57500000,10/3/1985,3,1985,34.224204,90,Released,Commando,6.4,742
10000000,13938,The Last Dragon,25754284,3/22/1985,22,1985,4.928777,108,Released,The Last Dragon,6.4,69
44000000,1369,Rambo: First Blood Part II,300400432,5/21/1985,21,1985,38.653969,96,Released,Rambo: First Blood Part II,6.3,864
2000000,10656,Subway,390659,4/10/1985,10,1985,5.261065,104,Released,Subway,6.3,86
25000000,11954,Lifeforce,0,6/20/1985,20,1985,12.18362,116,Released,Lifeforce,6.2,135
30000000,707,A View to a Kill,152427960,5/24/1985,24,1985,27.230493,131,Released,A View to a Kill,6,506
12305523,9355,Mad Max Beyond Thunderdome,36230219,6/29/1985,29,1985,36.582038,107,Released,Mad Max Beyond Thunderdome,5.9,748
3000000,10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,29999213,10/31/1985,31,1985,21.607228,87,Released,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,361
0,15983,Invasion U.S.A.,0,9/27/1985,27,1985,4.192064,107,Released,Invasion U.S.A.,5.3,49
2200000,9731,Friday the 13th: A New Beginning,21930418,3/22/1985,22,1985,12.639469,92,Released,Friday the 13th: A New Beginning,5.1,196
17900000,9626,Red Sonja,6948633,4/9/1985,9,1985,12.752463,89,Released,Red Sonja,5,206
0,42033,Def-Con 4,0,3/15/1985,15,1985,0.319792,88,Released,Def-Con 4,2.8,10
8000000,235,Stand by Me,52287414,8/22/1986,22,1986,51.109279,89,Released,Stand by Me,7.8,1522
18500000,679,Aliens,183316455,7/18/1986,18,1986,67.66094,137,Released,Aliens,7.7,3220
6000000,792,Platoon,138530565,12/18/1986,18,1986,49.802914,120,Released,Platoon,7.5,1205
25000000,6978,Big Trouble in Little China,11000000,5/30/1986,30,1986,29.796394,99,Released,Big Trouble in Little China,7.1,705
4500000,6106,Salvador,0,4/23/1986,23,1986,3.819796,123,Released,Salvador,7,71
24000000,168,Star Trek IV: The Voyage Home,133000000,11/25/1986,25,1986,22.258428,119,Released,Star Trek IV: The Voyage Home,6.9,477
16000000,8009,Highlander,5900000,3/7/1986,7,1986,29.253833,116,Released,Highlander,6.8,624
15000000,744,Top Gun,356830601,5/16/1986,16,1986,58.900647,110,Released,Top Gun,6.7,1698
13800000,11873,The Color of Money,52293982,10/7/1986,7,1986,17.3393,119,Released,The Color of Money,6.7,291
19000000,21309,River's Edge,0,8/27/1986,27,1986,6.463806,99,Released,River's Edge,6.7,59
25000000,10776,Little Shop of Horrors,38748395,12/19/1986,19,1986,12.113235,94,Released,Little Shop of Horrors,6.6,384
5000000,9671,Crocodile Dundee,328203506,9/26/1986,26,1986,16.072466,97,Released,Crocodile Dundee,6.3,503
0,27995,She's Gotta Have It,0,8/8/1986,8,1986,6.722213,84,Released,She's Gotta Have It,6.1,25
18000000,10013,Peggy Sue Got Married,41382841,10/5/1986,5,1986,12.243887,103,Released,Peggy Sue Got Married,5.9,136
4700000,16337,The Texas Chainsaw Massacre 2,8025872,8/22/1986,22,1986,9.617777,101,Released,The Texas Chainsaw Massacre 2,5.9,139
2700000,10017,The Wraith,3500000,11/21/1986,21,1986,10.47644,93,Released,The Wraith,5.9,108
0,17994,Witchboard,0,12/31/1986,31,1986,7.151154,98,Released,Witchboard,5.9,58
17000000,10068,Nine 1/2 Weeks,6735922,2/14/1986,14,1986,12.313143,117,Released,Nine 1/2 Weeks,5.8,177
0,9930,Legal Eagles,0,6/18/1986,18,1986,7.519433,116,Released,Legal Eagles,5.8,51
5000000,24913,April Fool's Day,0,3/27/1986,27,1986,8.190888,89,Released,April Fool's Day,5.8,73
3000000,10225,Friday the 13th Part VI: Jason Lives,19472057,8/1/1986,1,1986,11.158167,86,Released,Friday the 13th Part VI: Jason Lives,5.7,216
25000000,10136,The Golden Child,79817939,12/12/1986,12,1986,15.26213,94,Released,The Golden Child,5.6,304
12000000,31909,Invaders from Mars,4884663,1/1/1986,1,1986,4.234269,100,Released,Invaders from Mars,5.5,57
37000000,10658,Howard the Duck,37962774,8/1/1986,1,1986,11.374306,110,Released,Howard the Duck,5.1,221
15000000,13853,The Clan of the Cave Bear,0,1/17/1986,17,1986,5.484679,98,Released,The Clan of the Cave Bear,4.8,27
17000000,58048,Shanghai Surprise,0,8/29/1986,29,1986,0.138564,97,Released,Shanghai Surprise,2.9,15
25000000,117,The Untouchables,76270454,6/2/1987,2,1987,38.272889,119,Released,The Untouchables,7.6,1384
16000000,2493,The Princess Bride,30857814,9/18/1987,18,1987,44.533612,98,Released,The Princess Bride,7.6,1486
3600000,765,Evil Dead II,5923044,3/13/1987,13,1987,35.674774,84,Released,Evil Dead II,7.6,742
23000000,746,The Last Emperor,43984230,10/21/1987,21,1987,21.189028,163,Released,The Last Emperor,7.4,355
18000000,106,Predator,98235548,6/11/1987,11,1987,50.009408,107,Released,Predator,7.3,2093
13000000,801,"Good Morning, Vietnam",123922370,12/23/1987,23,1987,18.362333,121,Released,"Good Morning, Vietnam",7.1,642
0,26371,Maurice,0,9/18/1987,18,1987,11.552247,134,Released,Maurice,7.1,61
